route,flight_date,days_to_departure,airline,price,duration,stops_count
DEL-JFK,2025-12-06,6,"IndiGo, Virgin Atlantic",48459,23 hr 55 min,2 stops
DEL-JFK,2025-12-06,6,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",51452,21 hr 55 min,1 stop
DEL-JFK,2025-12-06,6,Etihad,53069,27 hr 10 min,1 stop
DEL-JFK,2025-12-06,6,"KLM, Delta",53247,18 hr 40 min,1 stop
DEL-JFK,2025-12-06,6,Finnair,55479,21 hr 45 min,1 stop
DEL-JFK,2025-12-06,6,Gulf Air,56495,22 hr 5 min,1 stop
DEL-JFK,2025-12-06,6,KLMDelta,57589,22 hr 55 min,1 stop
DEL-JFK,2025-12-06,6,Etihad,68352,21 hr 30 min,1 stop
DEL-JFK,2025-12-06,6,Air India,68553,17 hr 30 min,Nonstop
DEL-JFK,2025-12-06,6,American,70880,16 hr 45 min,Nonstop
DEL-JFK,2025-12-07,7,"Air France, DeltaKLM",35436,21 hr 30 min,1 stop
DEL-JFK,2025-12-07,7,"Air FranceKLM, Delta",36356,20 hr 15 min,1 stop
DEL-JFK,2025-12-07,7,Qatar AirwaysAmerican,39995,22 hr 55 min,1 stop
DEL-JFK,2025-12-07,7,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",41026,26 hr 10 min,1 stop
DEL-JFK,2025-12-07,7,American,46772,16 hr 45 min,Nonstop
DEL-JFK,2025-12-07,7,Air FranceKLM,51675,19 hr 45 min,1 stop
DEL-JFK,2025-12-07,7,"KLM, Delta",53247,18 hr 35 min,1 stop
DEL-JFK,2025-12-07,7,Finnair,55479,21 hr 45 min,1 stop
DEL-JFK,2025-12-07,7,Air India,68553,17 hr 30 min,Nonstop
DEL-JFK,2025-12-08,8,"Air France, DeltaKLM",35325,23 hr 15 min,1 stop
DEL-JFK,2025-12-08,8,"Air FranceKLM, Delta",36356,19 hr 45 min,1 stop
DEL-JFK,2025-12-08,8,Virgin AtlanticDelta,36761,21 hr 45 min,1 stop
DEL-JFK,2025-12-08,8,Qatar AirwaysAmerican,37197,22 hr 55 min,1 stop
DEL-JFK,2025-12-08,8,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",40396,21 hr 55 min,1 stop
DEL-JFK,2025-12-08,8,KLMDelta,44238,22 hr 55 min,1 stop
DEL-JFK,2025-12-08,8,American,46772,16 hr 45 min,Nonstop
DEL-JFK,2025-12-08,8,"KLM, Delta",46915,18 hr 40 min,1 stop
DEL-JFK,2025-12-08,8,Air India,68553,17 hr 30 min,Nonstop
DEL-JFK,2025-12-09,9,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",31996,21 hr 55 min,1 stop
DEL-JFK,2025-12-09,9,Virgin AtlanticDelta,36761,21 hr 45 min,1 stop
DEL-JFK,2025-12-09,9,Virgin AtlanticDelta,36761,7 hr 5 min LHR,1 stop
DEL-JFK,2025-12-09,9,"Virgin Atlantic, Delta",36761,25 hr 10 min,1 stop
DEL-JFK,2025-12-09,9,Qatar Airways,37431,32 hr 35 min,1 stop
DEL-JFK,2025-12-09,9,American,46772,16 hr 45 min,Nonstop
DEL-JFK,2025-12-09,9,KLM,49005,22 hr 55 min,1 stop
DEL-JFK,2025-12-09,9,"KLM, Delta",53247,18 hr 40 min,1 stop
DEL-JFK,2025-12-10,10,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",31996,21 hr 55 min,1 stop
DEL-JFK,2025-12-10,10,"Air France, DeltaKLM",35325,23 hr 15 min,1 stop
DEL-JFK,2025-12-10,10,"Air FranceKLM, Delta",36356,19 hr 45 min,1 stop
DEL-JFK,2025-12-10,10,Virgin AtlanticDelta,36761,21 hr 45 min,1 stop
DEL-JFK,2025-12-10,10,Qatar AirwaysAmerican,37197,22 hr 55 min,1 stop
DEL-JFK,2025-12-10,10,Etihad,38064,22 hr 35 min,1 stop
DEL-JFK,2025-12-10,10,"Air FranceKLM, Delta",40876,20 hr 15 min,1 stop
DEL-JFK,2025-12-10,10,Etihad,44049,21 hr 30 min,1 stop
DEL-JFK,2025-12-10,10,American,46772,16 hr 45 min,Nonstop
DEL-JFK,2025-12-10,10,"KLM, Delta",53247,18 hr 40 min,1 stop
DEL-JFK,2025-12-10,10,Air India,59376,17 hr 30 min,Nonstop
DEL-JFK,2025-12-11,11,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",31996,21 hr 55 min,1 stop
DEL-JFK,2025-12-11,11,"IndiGo, Qatar Airways",37523,26 hr 20 min,1 stop
DEL-JFK,2025-12-11,11,Etihad,38064,21 hr 30 min,1 stop
DEL-JFK,2025-12-11,11,Etihad,38064,22 hr 35 min,1 stop
DEL-JFK,2025-12-11,11,"Air FranceKLM, Delta",41469,19 hr 45 min,1 stop
DEL-JFK,2025-12-11,11,American,46772,16 hr 45 min,Nonstop
DEL-JFK,2025-12-11,11,"Air France, DeltaKLM",46791,23 hr 15 min,1 stop
DEL-JFK,2025-12-11,11,"KLM, Delta",53247,18 hr 40 min,1 stop
DEL-JFK,2025-12-11,11,Air India,59376,17 hr 30 min,Nonstop
DEL-JFK,2025-12-12,12,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",31996,21 hr 55 min,1 stop
DEL-JFK,2025-12-12,12,"Air France, DeltaKLM",35325,23 hr 15 min,1 stop
DEL-JFK,2025-12-12,12,"KLM, Delta",35449,20 hr 25 min,1 stop
DEL-JFK,2025-12-12,12,"Air FranceKLM, Delta",36356,19 hr 45 min,1 stop
DEL-JFK,2025-12-12,12,KLMDelta,36447,22 hr 55 min,1 stop
DEL-JFK,2025-12-12,12,Qatar AirwaysAmerican,39995,22 hr 55 min,1 stop
DEL-JFK,2025-12-12,12,"Air FranceKLM, Delta",41469,20 hr 15 min,1 stop
DEL-JFK,2025-12-12,12,American,46772,16 hr 45 min,Nonstop
DEL-JFK,2025-12-12,12,"British Airways, American",51454,19 hr 45 min,1 stop
DEL-JFK,2025-12-12,12,Air India,59376,17 hr 30 min,Nonstop
DEL-JFK,2025-12-13,13,"IndiGo, Qatar Airways",40321,26 hr 20 min,1 stop
DEL-JFK,2025-12-13,13,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",40396,21 hr 55 min,1 stop
DEL-JFK,2025-12-13,13,Saudia,42613,23 hr 25 min,1 stop
DEL-JFK,2025-12-13,13,LOTOperated by Privilege,43500,23 hr 45 min,1 stop
DEL-JFK,2025-12-13,13,SWISS,51827,21 hr 50 min,1 stop
DEL-JFK,2025-12-13,13,"Air India, Lufthansa",52727,19 hr 55 min,1 stop
DEL-JFK,2025-12-13,13,"KLM, Delta",53247,18 hr 40 min,1 stop
DEL-JFK,2025-12-13,13,Finnair,55479,21 hr 45 min,1 stop
DEL-JFK,2025-12-13,13,American,70880,16 hr 45 min,Nonstop
DEL-JFK,2025-12-13,13,Air India,79352,17 hr 30 min,Nonstop
DEL-JFK,2025-12-14,14,Qatar AirwaysAmerican,39995,22 hr 55 min,1 stop
DEL-JFK,2025-12-14,14,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",40396,26 hr 10 min,1 stop
DEL-JFK,2025-12-14,14,Saudia,42613,23 hr 25 min,1 stop
DEL-JFK,2025-12-14,14,Etihad,44049,10 hr 35 min AUH,1 stop
DEL-JFK,2025-12-14,14,"Air FranceKLM, Delta",46824,23 hr 20 min,1 stop
DEL-JFK,2025-12-14,14,SWISS,51827,21 hr 50 min,1 stop
DEL-JFK,2025-12-14,14,"Air FranceKLM, Delta",52095,20 hr 15 min,1 stop
DEL-JFK,2025-12-14,14,Etihad,53069,22 hr 35 min,1 stop
DEL-JFK,2025-12-14,14,"KLM, Delta",53247,18 hr 35 min,1 stop
DEL-JFK,2025-12-14,14,American,60837,16 hr 45 min,Nonstop
DEL-JFK,2025-12-14,14,Air India,79352,17 hr 30 min,Nonstop
DEL-JFK,2025-12-15,15,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",31996,21 hr 55 min,1 stop
DEL-JFK,2025-12-15,15,Etihad,35655,10 hr 35 min AUH,1 stop
DEL-JFK,2025-12-15,15,Qatar AirwaysAmerican,37197,22 hr 55 min,1 stop
DEL-JFK,2025-12-15,15,Etihad,44049,21 hr 30 min,1 stop
DEL-JFK,2025-12-15,15,Etihad,44049,22 hr 35 min,1 stop
DEL-JFK,2025-12-15,15,American,46772,16 hr 45 min,Nonstop
DEL-JFK,2025-12-15,15,"KLM, Delta",46915,18 hr 40 min,1 stop
DEL-JFK,2025-12-15,15,Air FranceKLM,55251,19 hr 45 min,1 stop
DEL-JFK,2025-12-15,15,Air India,68553,17 hr 30 min,Nonstop
DEL-JFK,2025-12-16,16,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",31996,21 hr 55 min,1 stop
DEL-JFK,2025-12-16,16,"Air France, DeltaKLM",35325,23 hr 15 min,1 stop
DEL-JFK,2025-12-16,16,"Air FranceKLM, Delta",36356,19 hr 45 min,1 stop
DEL-JFK,2025-12-16,16,Qatar Airways,37431,32 hr 35 min,1 stop
DEL-JFK,2025-12-16,16,"IndiGo, Qatar Airways",37523,21 hr 15 min,1 stop
DEL-JFK,2025-12-16,16,Etihad,38064,21 hr 30 min,1 stop
DEL-JFK,2025-12-16,16,Etihad,38064,22 hr 35 min,1 stop
DEL-JFK,2025-12-16,16,American,46772,16 hr 45 min,Nonstop
DEL-JFK,2025-12-16,16,"KLM, Delta",53247,18 hr 40 min,1 stop
DEL-JFK,2025-12-17,17,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",31996,26 hr 10 min,1 stop
DEL-JFK,2025-12-17,17,Qatar AirwaysAmerican,37197,22 hr 55 min,1 stop
DEL-JFK,2025-12-17,17,Etihad,38064,22 hr 35 min,1 stop
DEL-JFK,2025-12-17,17,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",43052,21 hr 55 min,1 stop
DEL-JFK,2025-12-17,17,SWISS,46057,21 hr 50 min,1 stop
DEL-JFK,2025-12-17,17,American,46772,16 hr 45 min,Nonstop
DEL-JFK,2025-12-17,17,"Air France, DeltaKLM",46902,21 hr 30 min,1 stop
DEL-JFK,2025-12-17,17,Finnair,51384,21 hr 45 min,1 stop
DEL-JFK,2025-12-17,17,"KLM, Delta",53247,18 hr 40 min,1 stop
DEL-JFK,2025-12-17,17,Air India,59376,17 hr 30 min,Nonstop
DEL-JFK,2025-12-18,18,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",34358,26 hr 10 min,1 stop
DEL-JFK,2025-12-18,18,"Air France, DeltaKLM",35436,23 hr 15 min,1 stop
DEL-JFK,2025-12-18,18,"IndiGo, Qatar Airways",37523,21 hr 15 min,1 stop
DEL-JFK,2025-12-18,18,Etihad,38064,27 hr 10 min,1 stop
DEL-JFK,2025-12-18,18,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",43052,21 hr 55 min,1 stop
DEL-JFK,2025-12-18,18,Etihad,44049,21 hr 30 min,1 stop
DEL-JFK,2025-12-18,18,Etihad,44049,22 hr 35 min,1 stop
DEL-JFK,2025-12-18,18,KLMDelta,45876,22 hr 55 min,1 stop
DEL-JFK,2025-12-18,18,American,46772,16 hr 35 min,Nonstop
DEL-JFK,2025-12-18,18,"KLM, Delta",53247,18 hr 40 min,1 stop
DEL-JFK,2025-12-18,18,Air India,59376,17 hr 30 min,Nonstop
DEL-JFK,2025-12-19,19,Qatar AirwaysAmerican,40043,22 hr 55 min,1 stop
DEL-JFK,2025-12-19,19,"IndiGo, Qatar Airways",40321,21 hr 15 min,1 stop
DEL-JFK,2025-12-19,19,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",44102,21 hr 55 min,1 stop
DEL-JFK,2025-12-19,19,American,46772,16 hr 35 min,Nonstop
DEL-JFK,2025-12-19,19,Etihad,53069,21 hr 30 min,1 stop
DEL-JFK,2025-12-19,19,"Air France, DeltaKLM",53123,21 hr 30 min,1 stop
DEL-JFK,2025-12-19,19,Air India,56951,17 hr 30 min,Nonstop
DEL-JFK,2025-12-19,19,Air FranceKLM,57498,20 hr 15 min,1 stop
DEL-JFK,2025-12-19,19,British AirwaysAmerican,82645,19 hr 45 min,1 stop
DEL-JFK,2025-12-19,19,"Air FranceKLM, Delta",90300,19 hr 45 min,1 stop
DEL-JFK,2025-12-20,20,"IndiGo, Qatar Airways",40321,26 hr 20 min,1 stop
DEL-JFK,2025-12-20,20,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",43052,26 hr 10 min,1 stop
DEL-JFK,2025-12-20,20,American,46772,16 hr 35 min,Nonstop
DEL-JFK,2025-12-20,20,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",50140,21 hr 55 min,1 stop
DEL-JFK,2025-12-20,20,Etihad,53069,21 hr 30 min,1 stop
DEL-JFK,2025-12-20,20,Air India,56951,17 hr 30 min,Nonstop
DEL-JFK,2025-12-20,20,Finnair,65034,21 hr 45 min,1 stop
DEL-JFK,2025-12-20,20,Turkish AirlinesIndiGo,86984,21 hr 45 min,1 stop
DEL-JFK,2025-12-20,20,"KLM, Delta",109978,18 hr 40 min,1 stop
DEL-JFK,2025-12-21,21,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",34358,38 hr 50 min,1 stop
DEL-JFK,2025-12-21,21,Etihad,38064,27 hr 10 min,1 stop
DEL-JFK,2025-12-21,21,Qatar AirwaysAmerican,40043,22 hr 55 min,1 stop
DEL-JFK,2025-12-21,21,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",43052,21 hr 55 min,1 stop
DEL-JFK,2025-12-21,21,Etihad,44049,22 hr 35 min,1 stop
DEL-JFK,2025-12-21,21,American,46772,16 hr 35 min,Nonstop
DEL-JFK,2025-12-21,21,Etihad,53069,21 hr 30 min,1 stop
DEL-JFK,2025-12-21,21,Finnair,59574,21 hr 45 min,1 stop
DEL-JFK,2025-12-21,21,"KLM, Delta",76116,18 hr 35 min,1 stop
DEL-JFK,2025-12-21,21,Air India,76150,17 hr 30 min,Nonstop
DEL-JFK,2025-12-22,22,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",34358,38 hr 50 min,1 stop
DEL-JFK,2025-12-22,22,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",37099,21 hr 55 min,1 stop
DEL-JFK,2025-12-22,22,Qatar AirwaysAmerican,37250,22 hr 55 min,1 stop
DEL-JFK,2025-12-22,22,"IndiGo, Qatar Airways",37523,26 hr 20 min,1 stop
DEL-JFK,2025-12-22,22,Etihad,38064,34 hr 35 min,1 stop
DEL-JFK,2025-12-22,22,Etihad,44049,27 hr 10 min,1 stop
DEL-JFK,2025-12-22,22,American,46772,16 hr 35 min,Nonstop
DEL-JFK,2025-12-22,22,Etihad,53069,21 hr 30 min,1 stop
DEL-JFK,2025-12-22,22,Air India,65949,17 hr 30 min,Nonstop
DEL-JFK,2025-12-22,22,"KLM, Delta",84453,18 hr 40 min,1 stop
DEL-JFK,2025-12-23,23,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",34358,26 hr 10 min,1 stop
DEL-JFK,2025-12-23,23,Qatar AirwaysAmerican,37431,32 hr 35 min,1 stop
DEL-JFK,2025-12-23,23,"IndiGo, Qatar Airways",37523,26 hr 20 min,1 stop
DEL-JFK,2025-12-23,23,Etihad,38064,34 hr 35 min,1 stop
DEL-JFK,2025-12-23,23,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",43052,21 hr 55 min,1 stop
DEL-JFK,2025-12-23,23,Etihad,44049,21 hr 30 min,1 stop
DEL-JFK,2025-12-23,23,Etihad,44049,27 hr 10 min,1 stop
DEL-JFK,2025-12-23,23,American,46772,16 hr 35 min,Nonstop
DEL-JFK,2025-12-23,23,"KLM, Delta",84453,18 hr 40 min,1 stop
DEL-JFK,2025-12-24,24,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",35408,26 hr 10 min,1 stop
DEL-JFK,2025-12-24,24,"KLM, DeltaOperated by Republic Airways Delta Connection",36993,25 hr 54 min,2 stops
DEL-JFK,2025-12-24,24,Qatar AirwaysAmerican,37197,22 hr 55 min,1 stop
DEL-JFK,2025-12-24,24,"IndiGo, Qatar Airways",37523,26 hr 20 min,1 stop
DEL-JFK,2025-12-24,24,Etihad,38064,27 hr 10 min,1 stop
DEL-JFK,2025-12-24,24,Etihad,44049,22 hr 35 min,1 stop
DEL-JFK,2025-12-24,24,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",44102,21 hr 55 min,1 stop
DEL-JFK,2025-12-24,24,Finnair,51384,21 hr 45 min,1 stop
DEL-JFK,2025-12-24,24,Air India,56951,17 hr 30 min,Nonstop
DEL-JFK,2025-12-24,24,American,60212,16 hr 35 min,Nonstop
DEL-JFK,2025-12-24,24,"KLM, Delta",74604,18 hr 40 min,1 stop
DEL-JFK,2025-12-25,25,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",35408,26 hr 10 min,1 stop
DEL-JFK,2025-12-25,25,Qatar AirwaysAmerican,37431,32 hr 35 min,1 stop
DEL-JFK,2025-12-25,25,"IndiGo, Qatar Airways",37523,26 hr 20 min,1 stop
DEL-JFK,2025-12-25,25,Etihad,38064,27 hr 10 min,1 stop
DEL-JFK,2025-12-25,25,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",38149,21 hr 55 min,1 stop
DEL-JFK,2025-12-25,25,Etihad,44049,22 hr 35 min,1 stop
DEL-JFK,2025-12-25,25,Finnair,51384,21 hr 45 min,1 stop
DEL-JFK,2025-12-25,25,SWISS,64128,21 hr 50 min,1 stop
DEL-JFK,2025-12-25,25,"KLM, Delta",74604,18 hr 40 min,1 stop
DEL-JFK,2025-12-25,25,Air India,76150,17 hr 30 min,Nonstop
DEL-JFK,2025-12-25,25,American,83249,16 hr 35 min,Nonstop
DEL-JFK,2025-12-26,26,"IndiGo, Qatar Airways",40321,26 hr 20 min,1 stop
DEL-JFK,2025-12-26,26,Etihad,48706,33 hr 35 min,1 stop
DEL-JFK,2025-12-26,26,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",49699,21 hr 55 min,1 stop
DEL-JFK,2025-12-26,26,Finnair,51384,21 hr 45 min,1 stop
DEL-JFK,2025-12-26,26,Etihad,53069,27 hr 10 min,1 stop
DEL-JFK,2025-12-26,26,Turkish AirlinesIndiGo,61632,21 hr 45 min,1 stop
DEL-JFK,2025-12-26,26,Air India,65949,17 hr 30 min,Nonstop
DEL-JFK,2025-12-26,26,Etihad,68352,21 hr 30 min,1 stop
DEL-JFK,2025-12-26,26,British AirwaysAmerican,82645,19 hr 45 min,1 stop
DEL-JFK,2025-12-26,26,American,83249,16 hr 35 min,Nonstop
DEL-JFK,2025-12-26,26,"Air FranceKLM, Delta",132725,19 hr 45 min,1 stop
DEL-JFK,2025-12-27,27,"IndiGo, Qatar Airways",40555,33 hr 20 min,1 stop
DEL-JFK,2025-12-27,27,"IndiGo, Qatar Airways",47939,26 hr 20 min,1 stop
DEL-JFK,2025-12-27,27,EgyptAir,56708,33 hr 25 min,1 stop
DEL-JFK,2025-12-27,27,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",57122,21 hr 55 min,1 stop
DEL-JFK,2025-12-27,27,Turkish AirlinesIndiGo,61632,21 hr 45 min,1 stop
DEL-JFK,2025-12-27,27,Gulf Air,72245,22 hr 5 min,1 stop
DEL-JFK,2025-12-27,27,Etihad,75324,22 hr 35 min,1 stop
DEL-JFK,2025-12-27,27,"KLM, Delta",95698,18 hr 40 min,1 stop
DEL-JFK,2025-12-27,27,Air India,103450,17 hr 30 min,Nonstop
DEL-JFK,2025-12-27,27,American,111841,16 hr 35 min,Nonstop
DEL-JFK,2025-12-28,28,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",58802,21 hr 55 min,1 stop
DEL-JFK,2025-12-28,28,EgyptAir,60175,33 hr 25 min,1 stop
DEL-JFK,2025-12-28,28,Turkish AirlinesIndiGo,67643,21 hr 45 min,1 stop
DEL-JFK,2025-12-28,28,JALAmerican,71575,24 hr 25 min,1 stop
DEL-JFK,2025-12-28,28,Etihad,75324,22 hr 35 min,1 stop
DEL-JFK,2025-12-28,28,Etihad,79980,21 hr 30 min,1 stop
DEL-JFK,2025-12-28,28,Emirates,88209,20 hr 15 min,1 stop
DEL-JFK,2025-12-28,28,"KLM, Delta",95698,18 hr 35 min,1 stop
DEL-JFK,2025-12-28,28,American,111841,16 hr 35 min,Nonstop
DEL-JFK,2025-12-28,28,Air India,135774,17 hr 30 min,Nonstop
DEL-JFK,2025-12-29,29,EgyptAir,60175,33 hr 25 min,1 stop
DEL-JFK,2025-12-29,29,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",64304,21 hr 55 min,1 stop
DEL-JFK,2025-12-29,29,Turkish AirlinesIndiGo,66593,N/A,1 stop
DEL-JFK,2025-12-29,29,Air CanadaUnitedOperated by Air Canada Express - Jazz,67180,31 hr 3 min,1 stop
DEL-JFK,2025-12-29,29,Etihad,71859,22 hr 35 min,1 stop
DEL-JFK,2025-12-29,29,ANA,72782,26 hr 5 min,1 stop
DEL-JFK,2025-12-29,29,Turkish AirlinesIndiGo,73203,21 hr 45 min,1 stop
DEL-JFK,2025-12-29,29,Etihad,91777,21 hr 30 min,1 stop
DEL-JFK,2025-12-29,29,American,111841,16 hr 35 min,Nonstop
DEL-JFK,2025-12-29,29,Air India,135774,17 hr 30 min,Nonstop
DEL-JFK,2025-12-29,29,"KLM, Delta",167004,18 hr 40 min,1 stop
DEL-JFK,2025-12-30,30,Air CanadaUnitedOperated by Air Canada Express - Jazz,67180,31 hr 3 min,1 stop
DEL-JFK,2025-12-30,30,Air CanadaOperated by Air Canada Express - Jazz,67757,26 hr 14 min,2 stops
DEL-JFK,2025-12-30,30,Air CanadaOperated by Air Canada Express - Jazz,67757,26 hr 14 min,2 stops
DEL-JFK,2025-12-30,30,Air CanadaOperated by Air Canada Express - Jazz,67757,26 hr 14 min,2 stops
DEL-JFK,2025-12-30,30,Gulf Air,76678,18 hr 30 min BAH,1 stop
DEL-JFK,2025-12-30,30,Gulf Air,86724,22 hr 5 min,1 stop
DEL-JFK,2025-12-30,30,Turkish AirlinesIndiGo,87026,21 hr 45 min,1 stop
DEL-JFK,2025-12-30,30,"IndiGo, Turkish AirlinesOperated by Operated Under Lease From Thy",91688,21 hr 55 min,1 stop
DEL-JFK,2025-12-30,30,LOTOperated by Privilege,94226,23 hr 45 min,1 stop
DEL-JFK,2025-12-30,30,Etihad,103432,22 hr 35 min,1 stop
DEL-JFK,2025-12-30,30,Etihad,109953,21 hr 30 min,1 stop
DEL-JFK,2025-12-30,30,"KLM, Delta",124038,18 hr 40 min,1 stop
DEL-JFK,2025-12-30,30,American,130484,16 hr 35 min,Nonstop
DEL-SIN,2025-12-01,1,IndiGo,12685,5 hr 55 min,Nonstop
DEL-SIN,2025-12-01,1,IndiGo,13864,11 hr 50 min,1 stop
DEL-SIN,2025-12-01,1,Air India,14365,5 hr 55 min,Nonstop
DEL-SIN,2025-12-01,1,Batik Air,14759,8 hr 55 min,1 stop
DEL-SIN,2025-12-01,1,Air India,17284,5 hr 50 min,Nonstop
DEL-SIN,2025-12-01,1,Air India,19195,5 hr 30 min,Nonstop
DEL-SIN,2025-12-01,1,Singapore Airlines,35764,5 hr 45 min,Nonstop
DEL-SIN,2025-12-01,1,Singapore Airlines,35764,5 hr 40 min,Nonstop
DEL-SIN,2025-12-02,2,IndiGo,11613,11 hr 50 min,1 stop
DEL-SIN,2025-12-02,2,SriLankan,11629,21 hr 35 min,1 stop
DEL-SIN,2025-12-02,2,Vietnam Airlines,12501,10 hr 10 min,1 stop
DEL-SIN,2025-12-02,2,IndiGo,12685,5 hr 55 min,Nonstop
DEL-SIN,2025-12-02,2,SriLankan,12895,11 hr 5 min,1 stop
DEL-SIN,2025-12-02,2,Air India,13199,5 hr 55 min,Nonstop
DEL-SIN,2025-12-02,2,Air India,16045,5 hr 50 min,Nonstop
DEL-SIN,2025-12-02,2,Air India,19195,5 hr 30 min,Nonstop
DEL-SIN,2025-12-02,2,Singapore Airlines,35764,5 hr 45 min,Nonstop
DEL-SIN,2025-12-02,2,Singapore Airlines,44752,5 hr 40 min,Nonstop
DEL-SIN,2025-12-03,3,"AirAsia X, AirAsia",9883,8 hr 20 min,1 stop
DEL-SIN,2025-12-03,3,IndiGo,12085,13 hr 5 min,1 stop
DEL-SIN,2025-12-03,3,IndiGo,12469,11 hr 50 min,1 stop
DEL-SIN,2025-12-03,3,Vietnam Airlines,12501,10 hr 25 min,1 stop
DEL-SIN,2025-12-03,3,IndiGo,12939,9 hr 30 min,1 stop
DEL-SIN,2025-12-03,3,IndiGo,13462,12 hr 25 min,1 stop
DEL-SIN,2025-12-03,3,IndiGo,13931,10 hr 15 min,1 stop
DEL-SIN,2025-12-03,3,IndiGo,14401,9 hr 40 min,1 stop
DEL-SIN,2025-12-03,3,IndiGo,14793,10 hr 40 min,1 stop
DEL-SIN,2025-12-03,3,IndiGo,15367,5 hr 55 min,Nonstop
DEL-SIN,2025-12-03,3,Air India,16045,5 hr 50 min,Nonstop
DEL-SIN,2025-12-03,3,Air India,16045,5 hr 55 min,Nonstop
DEL-SIN,2025-12-03,3,Air India,20434,5 hr 30 min,Nonstop
DEL-SIN,2025-12-03,3,Singapore Airlines,30146,5 hr 45 min,Nonstop
DEL-SIN,2025-12-03,3,Singapore Airlines,35764,5 hr 40 min,Nonstop
DEL-SIN,2025-12-04,4,IndiGo,11613,13 hr 5 min,1 stop
DEL-SIN,2025-12-04,4,IndiGo,12897,12 hr 25 min,1 stop
DEL-SIN,2025-12-04,4,IndiGo,13660,10 hr 50 min,1 stop
DEL-SIN,2025-12-04,4,IndiGo,13864,9 hr 30 min,1 stop
DEL-SIN,2025-12-04,4,IndiGo,14205,10 hr 40 min,1 stop
DEL-SIN,2025-12-04,4,IndiGo,14273,9 hr 50 min,1 stop
DEL-SIN,2025-12-04,4,IndiGo,14291,10 hr 15 min,1 stop
DEL-SIN,2025-12-04,4,IndiGo,14302,5 hr 55 min,Nonstop
DEL-SIN,2025-12-04,4,Air India,14365,5 hr 55 min,Nonstop
DEL-SIN,2025-12-04,4,IndiGo,14938,9 hr 40 min,1 stop
DEL-SIN,2025-12-04,4,Air India,16045,5 hr 50 min,Nonstop
DEL-SIN,2025-12-04,4,Batik Air,18439,8 hr 55 min,1 stop
DEL-SIN,2025-12-04,4,Air India,19195,5 hr 30 min,Nonstop
DEL-SIN,2025-12-04,4,Singapore Airlines,25426,5 hr 45 min,Nonstop
DEL-SIN,2025-12-04,4,Singapore Airlines,44752,5 hr 40 min,Nonstop
DEL-SIN,2025-12-05,5,"AirAsia X, AirAsia",9883,8 hr 20 min,1 stop
DEL-SIN,2025-12-05,5,IndiGo,11613,11 hr 50 min,1 stop
DEL-SIN,2025-12-05,5,IndiGo,11997,9 hr 30 min,1 stop
DEL-SIN,2025-12-05,5,Vietnam Airlines,12501,10 hr 25 min,1 stop
DEL-SIN,2025-12-05,5,IndiGo,12594,9 hr 50 min,1 stop
DEL-SIN,2025-12-05,5,IndiGo,13366,12 hr 25 min,1 stop
DEL-SIN,2025-12-05,5,IndiGo,14401,11 hr 10 min,1 stop
DEL-SIN,2025-12-05,5,Air India,14627,5 hr 55 min,Nonstop
DEL-SIN,2025-12-05,5,IndiGo,14835,10 hr 15 min,1 stop
DEL-SIN,2025-12-05,5,IndiGo,14871,10 hr 40 min,1 stop
DEL-SIN,2025-12-05,5,IndiGo,14950,9 hr 40 min,1 stop
DEL-SIN,2025-12-05,5,IndiGo,15577,5 hr 55 min,Nonstop
